"id"	"sym"	"barcode"	"marker"	"cellType"	"data"	"NSForest_markers"	"clusterName"	"clusterSize"	"f_score"	"marker_count"	"binary_genes"	"V1"	"V2"	"prior_prob_off"	"prior_prob_on"	"target"
"ENSG00000007933"	"FMO3"	2.83316911597886e-10	"Multiciliated (nasal)"	"Alveolar macrophages"	"hlca"	"FMO3"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"['FMO3', 'MRLN', 'MPV17L', 'DIAPH2', 'OMG', 'RP11-356K23.1', 'PROM1', 'ARL3', 'MS4A8', 'LYPD2']"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	FALSE
"ENSG00000007933"	"FMO3"	1.00060463606444e-06	"Multiciliated (nasal)"	"T cells proliferating"	"hlca"	"FMO3"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"['FMO3', 'MRLN', 'MPV17L', 'DIAPH2', 'OMG', 'RP11-356K23.1', 'PROM1', 'ARL3', 'MS4A8', 'LYPD2']"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	FALSE
"ENSG00000007933"	"FMO3"	4.59129327250174e-06	"Multiciliated (nasal)"	"Plasmacytoid DCs"	"hlca"	"FMO3"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"['FMO3', 'MRLN', 'MPV17L', 'DIAPH2', 'OMG', 'RP11-356K23.1', 'PROM1', 'ARL3', 'MS4A8', 'LYPD2']"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	FALSE
"ENSG00000007933"	"FMO3"	1.47187025553719e-08	"Multiciliated (nasal)"	"NK cells"	"hlca"	"FMO3"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"['FMO3', 'MRLN', 'MPV17L', 'DIAPH2', 'OMG', 'RP11-356K23.1', 'PROM1', 'ARL3', 'MS4A8', 'LYPD2']"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	FALSE
"ENSG00000007933"	"FMO3"	1.36772967432308e-06	"Multiciliated (nasal)"	"Lymphatic EC mature"	"hlca"	"FMO3"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"['FMO3', 'MRLN', 'MPV17L', 'DIAPH2', 'OMG', 'RP11-356K23.1', 'PROM1', 'ARL3', 'MS4A8', 'LYPD2']"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	FALSE
"ENSG00000007933"	"FMO3"	0.0221124411395062	"Multiciliated (nasal)"	"Tuft"	"hlca"	"FMO3"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"['FMO3', 'MRLN', 'MPV17L', 'DIAPH2', 'OMG', 'RP11-356K23.1', 'PROM1', 'ARL3', 'MS4A8', 'LYPD2']"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	FALSE
"ENSG00000007933"	"FMO3"	0.164746570626297	"Multiciliated (nasal)"	"Deuterosomal"	"hlca"	"FMO3"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"['FMO3', 'MRLN', 'MPV17L', 'DIAPH2', 'OMG', 'RP11-356K23.1', 'PROM1', 'ARL3', 'MS4A8', 'LYPD2']"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	FALSE
"ENSG00000007933"	"FMO3"	0.0424023593783032	"Multiciliated (nasal)"	"Smooth muscle FAM83D+"	"hlca"	"FMO3"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"['FMO3', 'MRLN', 'MPV17L', 'DIAPH2', 'OMG', 'RP11-356K23.1', 'PROM1', 'ARL3', 'MS4A8', 'LYPD2']"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	FALSE
"ENSG00000007933"	"FMO3"	1.2263073528862e-08	"Multiciliated (nasal)"	"Non-classical monocytes"	"hlca"	"FMO3"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"['FMO3', 'MRLN', 'MPV17L', 'DIAPH2', 'OMG', 'RP11-356K23.1', 'PROM1', 'ARL3', 'MS4A8', 'LYPD2']"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	FALSE
"ENSG00000007933"	"FMO3"	1.39941768451113e-08	"Multiciliated (nasal)"	"Alveolar Mph MT-positive"	"hlca"	"FMO3"	"Multiciliated (nasal)"	4869	0.587560540402753	3	"['FMO3', 'MRLN', 'MPV17L', 'DIAPH2', 'OMG', 'RP11-356K23.1', 'PROM1', 'ARL3', 'MS4A8', 'LYPD2']"	0.793107313589448	0.200626861349332	0.99373417493878	0.00626582506121975	FALSE
